Geo_Loc,Year,State,Pop_Est,TTL_Cnty,Cnty_Rpt,Dys_w_AQI,Dys_NM,Dys_Blw_Thr,Dys_Abv_Thr,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10
POINT (-147.72205903599973 64.84507995700051),2003,Alaska,648414,30,7,1339,1216,1334,5,1249,85,3,1,0,1,989,294,125,270,0,362,576,131
POINT (-111.76381127699972 34.865970280000454),2003,Arizona,5510364,15,13,3479,1266,3236,243,1896,1340,223,20,0,0,1648,1036,590,6,174,2389,346,564
POINT (-92.27449074299966 34.74865012400045),2003,Arkansas,2724816,75,21,3440,4225,3388,52,2202,1186,45,6,1,0,2177,1380,946,0,11,1401,2028,0
POINT (-120.99999953799971 37.63864012300047),2003,California,35253159,58,54,18361,1349,15597,2764,10759,4838,1801,755,183,25,31156,5415,2727,66,1828,13208,2743,516
POINT (-106.13361092099967 38.843840757000464),2003,Colorado,4528732,64,28,7813,2407,7575,238,6159,1416,205,28,5,0,3107,1599,855,174,324,3350,1013,2952
POINT (-72.64984095199964 41.56266102000046),2003,Connecticut,3484336,8,8,2300,620,2146,154,1487,659,118,27,9,0,1519,683,357,33,203,1410,617,37
POINT (-75.57774116799965 39.008830667000495),2003,Delaware,818003,3,3,909,186,837,72,483,354,60,8,4,0,632,283,144,0,34,506,368,1
POINT (-77.036871 38.907192),2003,District Of Columbia,568502,1,1,365,0,341,24,128,213,20,2,2,0,207,92,57,1,80,66,217,1
POINT (-81.92896053899966 28.932040377000476),2003,Florida,17004085,67,36,12770,370,12464,306,10373,2091,287,19,0,0,5023,2115,1310,22,122,8846,2578,1202
POINT (-83.62758034599966 32.83968109300048),2003,Georgia,8622793,159,33,7145,4900,6831,314,4217,2614,286,25,3,0,4417,2524,1477,7,219,3659,3050,210
POINT (-157.85774940299973 21.304850435000446),2003,Hawaii,1251154,5,4,1124,336,1122,2,1093,29,1,1,0,0,360,129,82,14,17,493,235,365
POINT (-114.3637300419997 43.682630005000476),2003,Idaho,1363380,44,22,4280,3750,4260,20,3669,591,19,1,0,0,2005,1061,571,177,265,919,1632,1287
POINT (-88.99771017799969 40.48501028300046),2003,Illinois,12556006,102,25,8159,966,7878,281,6012,1866,262,17,2,0,3548,1812,941,50,264,6222,1228,395
POINT (-86.14996019399968 39.766910452000445),2003,Indiana,6196638,92,40,8468,6132,7866,602,4813,3053,501,99,2,0,6217,3451,1808,80,334,5156,2497,401
POINT (-93.81649055599968 42.46940091300047),2003,Iowa,2941999,99,21,4909,2756,4840,69,3566,1274,69,0,0,0,2181,1350,761,8,42,1919,1683,1257
POINT (-98.20078122699965 38.34774030000045),2003,Kansas,2723004,105,16,3843,1997,3676,167,2807,869,156,10,1,0,2094,1099,560,7,170,2364,724,578
POINT (-84.77497104799966 37.645970271000465),2003,Kentucky,4117170,120,36,9805,3335,9429,376,6592,2837,351,24,1,0,5066,2760,1518,6,732,6904,1842,321
POINT (-92.44568007099969 31.31266064400046),2003,Louisiana,4521042,64,27,8149,1706,7792,357,5688,2104,301,50,6,0,4114,1953,1093,1,116,5436,2582,14
POINT (-68.98503133599962 45.254228894000505),2003,Maine,1306513,16,13,3047,1698,2979,68,2723,256,57,9,2,0,1757,683,401,0,279,2356,186,226
POINT (-76.60926011099963 39.29058096400047),2003,Maryland,5496269,24,13,3689,1056,3444,245,2301,1143,196,30,19,0,2671,1181,573,1,82,2592,986,28
POINT (-72.08269067499964 42.27687047000046),2003,Massachusetts,6422565,14,12,3259,1121,3101,158,2170,931,126,29,3,0,2035,950,481,186,158,1738,1176,1
POINT (-84.71439026999968 44.6613195430005),2003,Michigan,10041152,83,29,7003,3582,6594,409,4741,1853,304,93,12,0,5046,2403,1193,379,80,4329,2165,50
POINT (-94.79420050299967 46.35564873600049),2003,Minnesota,5053572,87,18,4542,2028,4475,67,3205,1270,64,3,0,0,2182,1204,675,146,205,1766,2201,224
POINT (-89.53803082499968 32.745510099000455),2003,Mississippi,2868312,82,19,4388,2547,4245,143,2682,1563,128,15,0,0,2377,1445,885,0,86,2311,1987,4
POINT (-92.56630005299968 38.635790776000476),2003,Missouri,5709403,115,20,5162,2138,4910,252,3018,1892,212,34,6,0,2961,1592,895,16,660,1953,2198,335
POINT (-109.42442064499971 47.06652897200047),2003,Montana,919630,56,21,5017,2648,4964,53,4581,383,37,15,1,0,2218,791,325,1001,452,201,1499,1864
POINT (-99.36572062299967 41.6410409880005),2003,Nebraska,1738643,93,12,1893,2487,1885,8,1525,360,7,1,0,0,1159,652,342,119,0,279,1097,398
POINT (-117.07184056399967 39.493240390000494),2003,Nevada,2248850,17,8,2359,561,2273,86,1673,600,73,12,1,0,1031,516,297,217,25,1406,225,486
POINT (-71.50036091999965 43.65595011300047),2003,New Hampshire,1279840,10,9,2373,912,2307,66,1892,415,66,0,0,0,1233,605,346,29,234,1687,420,3
POINT (-74.27369128799967 40.13057004800049),2003,New Jersey,8601402,21,17,5709,496,5385,324,4014,1371,257,47,20,0,3130,1376,669,519,1087,3060,1033,10
POINT (-106.24058098499967 34.52088095200048),2003,New Mexico,1877574,33,17,3653,2552,3496,157,2637,859,141,10,3,3,2647,891,497,185,193,1424,1522,329
POINT (-75.54397042699964 42.82700103200045),2003,New York,19175939,62,36,10868,2272,10505,363,8477,2028,259,90,14,0,6034,2393,1303,484,825,7215,1882,462
POINT (-79.15925046299964 35.466220975000454),2003,North Carolina,8422501,100,54,11711,7999,11117,594,7054,4063,509,78,7,0,8029,4346,2458,223,66,7353,3999,70
POINT (-100.11842104899966 47.47531977900047),2003,North Dakota,638817,53,9,2494,791,2489,5,2308,181,5,0,0,0,811,387,246,0,251,1784,385,74
POINT (-82.40426005599966 40.06021014100048),2003,Ohio,11434788,88,44,10857,5203,10174,683,6150,4024,526,122,35,0,7669,3600,1950,213,54,6250,3607,733
POINT (-97.52107021399968 35.47203135600046),2003,Oklahoma,3504892,77,26,6382,3108,6146,236,4361,1785,219,17,0,0,3207,1869,1057,51,224,4340,1297,470
POINT (-120.15503132599969 44.56744942400047),2003,Oregon,3547376,36,17,3268,2937,3211,57,2759,452,52,5,0,0,1802,915,430,867,53,761,1453,134
POINT (-77.86070029399963 40.79373015200048),2003,Pennsylvania,12374658,67,35,11689,1086,11073,616,7301,3772,490,99,27,0,6662,2838,1534,408,1818,5238,3982,243
POINT (-71.52247031399963 41.70828019300046),2003,Rhode Island,1071342,5,3,775,320,737,38,510,227,26,11,1,0,605,244,129,0,60,434,270,11
POINT (-81.04537120699968 33.998821303000454),2003,South Carolina,4150297,46,27,7572,2283,7369,203,5292,2077,196,7,0,0,3416,1965,1088,1,444,4655,2025,447
POINT (-100.3735306369997 44.353130053000484),2003,South Dakota,763729,66,8,1528,1392,1520,8,1229,291,8,0,0,0,689,455,240,0,140,321,666,401
POINT (-85.77449091399967 35.68094058000048),2003,Tennessee,5847812,95,30,8065,2885,7664,401,5029,2635,353,48,0,0,4327,2429,1325,46,724,4954,1857,484
POINT (-99.42677020599967 31.827240407000488),2003,Texas,22030931,254,39,11375,2860,10653,722,7684,2969,548,146,24,4,6811,3131,1569,69,434,8230,2252,390
POINT (-111.58713063499971 39.360700171000474),2003,Utah,2360137,29,14,2884,2226,2726,158,1791,935,146,11,1,0,1593,831,422,29,687,1145,805,218
POINT (-72.51764079099962 43.62538123900049),2003,Vermont,617858,14,5,1003,822,989,14,856,133,14,0,0,0,467,269,147,3,244,571,180,5
POINT (-78.45789046299967 37.54268067400045),2003,Virginia,7366977,134,40,8720,5880,8433,287,6121,2312,228,49,10,0,5843,2599,1452,248,1465,4205,2307,495
POINT (-120.47001078999972 47.52227862900048),2003,Washington,6104115,39,30,8159,2791,8039,120,6386,1653,115,3,0,2,5329,1792,925,173,35,1678,5834,439
POINT (-80.71264013499967 38.66551020200046),2003,West Virginia,1812295,55,18,4300,2270,4183,117,2870,1313,93,22,2,0,2708,1302,767,188,176,1990,1528,418
POINT (-89.81637074199966 44.39319117400049),2003,Wisconsin,5479203,72,35,7042,5733,6686,356,5043,1643,313,37,6,0,4913,2722,1393,89,68,5454,1256,175
POINT (-108.10983035299967 43.23554134300048),2003,Wyoming,503453,23,15,3295,2180,3241,54,2560,681,53,1,0,0,1524,788,392,2,230,1143,550,1370
POINT (-86.63186076199969 32.84057112200048),2004,Alabama,4530729,67,25,5920,3230,5755,165,3916,1839,155,9,1,0,3005,1745,1057,10,16,3661,1985,248
POINT (-147.72205903599973 64.84507995700051),2004,Alaska,659286,30,10,1548,2112,1527,21,1433,94,7,4,3,7,1601,399,153,287,0,360,767,134
POINT (-111.76381127699972 34.865970280000454),2004,Arizona,5652404,15,13,3494,1264,3366,128,2194,1172,125,2,0,1,1686,923,537,1,142,2434,363,554
POINT (-92.27449074299966 34.74865012400045),2004,Arkansas,2749686,75,17,3130,3092,3101,29,2180,921,27,2,0,0,1716,1098,723,0,6,1435,1689,0
POINT (-120.99999953799971 37.63864012300047),2004,California,35574576,58,53,18508,890,16213,2295,10853,5360,1676,526,65,28,13850,4958,2634,44,1336,12980,3597,551
POINT (-106.13361092099967 38.843840757000464),2004,Colorado,4575013,64,28,7799,2449,7738,61,6378,1360,61,0,0,0,2395,1370,812,197,305,3474,1052,2771
POINT (-72.64984095199964 41.56266102000046),2004,Connecticut,3496094,8,8,2280,648,2182,98,1592,590,84,12,2,0,1457,610,333,35,173,1380,666,26
POINT (-75.57774116799965 39.008830667000495),2004,Delaware,830803,3,3,892,206,845,47,459,386,44,3,0,0,473,274,148,0,22,454,416,0
POINT (-77.036871 38.907192),2004,District Of Columbia,567754,1,1,366,0,346,20,134,212,17,3,0,0,190,86,56,0,87,57,220,2
POINT (-81.92896053899966 28.932040377000476),2004,Florida,17415318,67,36,12261,915,11978,283,9119,2859,257,25,1,0,4934,2351,1429,32,80,8136,2988,1025
POINT (-83.62758034599966 32.83968109300048),2004,Georgia,8769252,159,33,7764,4314,7485,279,4185,3300,240,37,2,0,4503,2555,1595,1,165,3437,4042,119
POINT (-157.85774940299973 21.304850435000446),2004,Hawaii,1273569,5,4,854,610,852,2,843,9,0,2,0,0,318,118,60,21,3,212,277,341
POINT (-114.3637300419997 43.682630005000476),2004,Idaho,1391802,44,24,5447,3337,5406,41,4548,858,38,3,0,0,2403,1283,698,71,78,916,3535,847
POINT (-88.99771017799969 40.48501028300046),2004,Illinois,12589773,102,25,8165,985,8072,93,6550,1522,90,3,0,0,2831,1501,902,73,235,6245,1201,411
POINT (-86.14996019399968 39.766910452000445),2004,Indiana,6233007,92,38,8556,5352,8360,196,5604,2756,191,5,0,0,4606,2814,1663,97,561,5090,2427,381
POINT (-93.81649055599968 42.46940091300047),2004,Iowa,2953635,99,21,5041,2645,5008,33,4020,988,32,1,0,0,2143,1176,690,7,31,1876,1647,1480
POINT (-98.20078122699965 38.34774030000045),2004,Kansas,2734373,105,16,4155,1701,4140,15,3578,562,15,0,0,0,1407,803,496,20,174,2659,758,544
POINT (-84.77497104799966 37.645970271000465),2004,Kentucky,4146101,120,36,9796,3380,9697,99,7215,2482,97,2,0,0,4056,2323,1465,1,614,6817,2013,351
POINT (-92.44568007099969 31.31266064400046),2004,Louisiana,4552238,64,27,8167,1715,7910,257,5966,1944,236,20,1,0,3728,1863,1037,4,88,5505,2557,13
POINT (-68.98503133599962 45.254228894000505),2004,Maine,1313688,16,13,3125,1633,3075,50,2835,240,48,2,0,0,1606,657,410,0,202,2589,146,188
POINT (-76.60926011099963 39.29058096400047),2004,Maryland,5546935,24,14,3858,1266,3591,267,2318,1273,240,26,1,0,2395,1270,637,0,45,2647,1138,28
POINT (-72.08269067499964 42.27687047000046),2004,Massachusetts,6412281,14,12,3664,728,3558,106,2501,1057,91,14,1,0,1911,865,479,197,142,1725,1595,5
POINT (-84.71439026999968 44.6613195430005),2004,Michigan,10055315,83,29,7118,3496,6968,150,5289,1679,145,4,1,0,3834,2031,1079,356,80,4468,2179,35
POINT (-94.79420050299967 46.35564873600049),2004,Minnesota,5087713,87,18,4848,1740,4813,35,3769,1044,33,2,0,0,1933,1073,634,21,141,2025,2573,88
POINT (-89.53803082499968 32.745510099000455),2004,Mississippi,2889010,82,20,4739,2581,4639,100,3080,1559,95,5,0,0,2368,1443,886,0,126,2323,2287,3
POINT (-92.56630005299968 38.635790776000476),2004,Missouri,5747741,115,22,5326,2726,5258,68,3699,1559,67,1,0,0,2431,1493,917,8,633,2175,2025,485
POINT (-109.42442064499971 47.06652897200047),2004,Montana,930009,56,20,4544,2776,4522,22,4211,311,16,5,1,0,1964,741,342,708,76,198,1871,1691
POINT (-99.36572062299967 41.6410409880005),2004,Nebraska,1749370,93,12,2003,2389,1995,8,1697,298,8,0,0,0,1033,599,340,113,0,331,1175,384
POINT (-117.07184056399967 39.493240390000494),2004,Nevada,2346222,17,8,2645,283,2581,64,2033,548,61,3,0,0,899,470,272,455,11,1171,264,744
POINT (-71.50036091999965 43.65595011300047),2004,New Hampshire,1290121,10,8,2209,719,2157,52,1829,328,43,9,0,0,1286,488,299,9,229,1526,443,2
POINT (-74.27369128799967 40.13057004800049),2004,New Jersey,8634561,21,17,5716,506,5498,218,4228,1270,186,32,0,0,2599,1271,646,529,1101,3007,1075,4
POINT (-106.24058098499967 34.52088095200048),2004,New Mexico,1903808,33,16,3624,2232,3555,69,2749,806,61,5,2,1,2079,729,436,54,123,1368,1649,430
POINT (-75.54397042699964 42.82700103200045),2004,New York,19171567,62,34,10997,1447,10785,212,9050,1735,194,17,1,0,4716,2064,1172,574,767,7461,1906,289
POINT (-79.15925046299964 35.466220975000454),2004,North Carolina,8553152,100,50,11423,6877,11109,314,7197,3912,309,4,1,0,6104,3820,2265,188,57,6828,4275,75
POINT (-100.11842104899966 47.47531977900047),2004,North Dakota,644705,53,9,2628,666,2628,0,2555,73,0,0,0,0,570,363,252,0,42,2237,260,89
POINT (-82.40426005599966 40.06021014100048),2004,Ohio,11452251,88,44,10782,5322,10338,444,7063,3275,425,19,0,0,5598,3262,1807,374,64,6548,3042,754
POINT (-97.52107021399968 35.47203135600046),2004,Oklahoma,3525233,77,25,6725,2425,6615,110,5215,1400,106,4,0,0,2910,1606,933,22,179,4762,1288,474
POINT (-120.15503132599969 44.56744942400047),2004,Oregon,3569463,36,18,5910,678,5812,98,4605,1207,88,10,0,0,2206,1164,505,85,5,733,5025,62
POINT (-77.86070029399963 40.79373015200048),2004,Pennsylvania,12410722,67,36,11791,1385,11316,475,7666,3650,429,46,0,0,5023,2731,1512,381,1957,5160,4081,212
POINT (-71.52247031399963 41.70828019300046),2004,Rhode Island,1074579,5,3,778,320,753,25,559,194,17,7,1,0,572,231,121,2,57,445,263,11
POINT (-81.04537120699968 33.998821303000454),2004,South Carolina,4210921,46,27,7639,2243,7447,192,5168,2279,183,9,0,0,3503,1974,1142,0,222,4922,1933,562
POINT (-100.3735306369997 44.353130053000484),2004,South Dakota,770396,66,8,1716,1212,1714,2,1427,287,2,0,0,0,684,403,249,0,99,524,716,377
POINT (-85.77449091399967 35.68094058000048),2004,Tennessee,5910809,95,29,7513,3101,7337,176,4920,2417,169,7,0,0,3554,2045,1229,12,670,4374,1985,472
POINT (-99.42677020599967 31.827240407000488),2004,Texas,22394023,254,38,11647,2261,11024,623,8605,2419,478,128,17,0,5806,2851,1412,37,479,8759,2007,365
POINT (-111.58713063499971 39.360700171000474),2004,Utah,2401580,29,12,3129,1263,2960,169,1951,1009,109,60,0,0,1361,774,419,11,619,1566,768,165
POINT (-72.51764079099962 43.62538123900049),2004,Vermont,619920,14,5,1245,585,1232,13,1074,158,12,1,0,0,536,257,134,19,269,575,320,62
POINT (-78.45789046299967 37.54268067400045),2004,Virginia,7475575,134,38,8886,5022,8685,201,6544,2141,176,21,4,0,4491,2350,1334,309,1726,4314,2066,471
POINT (-120.47001078999972 47.52227862900048),2004,Washington,6178645,39,28,9063,1185,8993,70,7210,1783,61,8,0,1,3224,1612,880,188,74,1507,7014,280
POINT (-80.71264013499967 38.66551020200046),2004,West Virginia,1816438,55,18,4458,2130,4407,51,3159,1248,49,1,1,0,2219,1231,748,165,363,1887,1615,428
POINT (-89.81637074199966 44.39319117400049),2004,Wisconsin,5514026,72,34,7212,5232,7095,117,5927,1168,111,6,0,0,4028,2023,1228,0,119,5679,1214,200
POINT (-108.10983035299967 43.23554134300048),2004,Wyoming,509106,23,14,3393,1731,3370,23,2811,559,18,2,0,3,1942,665,344,6,261,1227,496,1403
POINT (-86.63186076199969 32.84057112200048),2005,Alabama,4569805,67,24,5694,3066,5473,221,3437,2036,206,15,0,0,2947,1788,1059,39,7,3448,1965,235
POINT (-147.72205903599973 64.84507995700051),2005,Alaska,666946,30,9,1509,1776,1501,8,1394,107,6,2,0,0,788,348,146,257,0,358,772,122
POINT (-111.76381127699972 34.865970280000454),2005,Arizona,5839077,15,14,3829,1281,3569,260,2252,1317,233,27,0,0,1846,1127,598,1,79,2323,353,1073
POINT (-92.27449074299966 34.74865012400045),2005,Arkansas,2781097,75,15,2893,2582,2759,134,1605,1154,122,11,1,0,1909,1237,759,0,45,1378,1470,0
POINT (-120.99999953799971 37.63864012300047),2005,California,35827943,58,53,18325,1020,16358,1967,11498,4860,1364,505,78,20,13530,4804,2437,50,1317,12624,3844,490
POINT (-106.13361092099967 38.843840757000464),2005,Colorado,4631888,64,28,7812,2408,7646,166,6082,1564,162,4,0,0,2786,1534,853,60,281,3600,923,2948
POINT (-72.64984095199964 41.56266102000046),2005,Connecticut,3506956,8,8,2347,573,2164,183,1589,575,126,49,8,0,1558,732,342,33,250,1530,534,0
POINT (-75.57774116799965 39.008830667000495),2005,Delaware,845150,3,3,893,202,807,86,417,390,70,15,1,0,560,299,155,0,24,506,362,1
POINT (-77.036871 38.907192),2005,District Of Columbia,567136,1,1,365,0,335,30,126,209,26,4,0,0,169,97,57,0,56,90,213,6
POINT (-81.92896053899966 28.932040377000476),2005,Florida,17842038,67,36,12582,558,12262,320,9159,3103,302,18,0,0,4820,2444,1427,4,74,8164,3247,1093
POINT (-83.62758034599966 32.83968109300048),2005,Georgia,8925922,159,35,8355,4420,7845,510,4309,3536,468,40,2,0,4928,2918,1691,1,156,3703,4383,112
POINT (-157.85774940299973 21.304850435000446),2005,Hawaii,1292729,5,4,1043,417,1039,4,1010,29,3,1,0,0,383,143,62,3,14,205,235,586
POINT (-114.3637300419997 43.682630005000476),2005,Idaho,1428241,44,23,6359,2036,6282,77,5237,1045,60,17,0,0,2561,1222,599,50,3,561,5132,613
POINT (-88.99771017799969 40.48501028300046),2005,Illinois,12609903,102,25,8162,963,7748,414,5606,2142,363,48,3,0,3640,2048,997,56,213,6367,1131,395
POINT (-86.14996019399968 39.766910452000445),2005,Indiana,6278616,92,37,8167,5338,7379,788,4114,3265,723,64,1,0,5603,3550,1826,14,303,4912,2672,266
POINT (-93.81649055599968 42.46940091300047),2005,Iowa,2964454,99,20,4965,2335,4846,119,3539,1307,118,1,0,0,2444,1333,745,7,42,1881,1571,1464
POINT (-98.20078122699965 38.34774030000045),2005,Kansas,2745299,105,16,4127,1713,4001,126,3093,908,120,5,1,0,1876,1040,550,16,215,2644,693,559
POINT (-84.77497104799966 37.645970271000465),2005,Kentucky,4182742,120,34,9473,2937,8846,627,5763,3083,600,26,1,0,4834,2989,1529,0,595,6554,1985,339
POINT (-92.44568007099969 31.31266064400046),2005,Louisiana,4576628,64,28,7850,2370,7447,403,4799,2648,356,46,1,0,3988,2270,1267,2,122,5111,2608,7
POINT (-68.98503133599962 45.254228894000505),2005,Maine,1318787,16,11,2878,1137,2817,61,2559,258,55,6,0,0,1571,638,380,0,140,2548,99,91
POINT (-76.60926011099963 39.29058096400047),2005,Maryland,5592379,24,15,4207,1268,3828,379,2428,1400,309,65,5,0,2617,1479,696,2,56,2983,1087,79
POINT (-72.08269067499964 42.27687047000046),2005,Massachusetts,6403290,14,12,3674,706,3460,214,2415,1045,164,49,1,0,2076,984,515,96,119,1903,1552,4
POINT (-84.71439026999968 44.6613195430005),2005,Michigan,10051137,83,31,7062,4253,6490,572,4517,1973,484,84,4,0,4856,2744,1282,256,62,4555,2172,17
POINT (-94.79420050299967 46.35564873600049),2005,Minnesota,5119598,87,20,5417,1883,5325,92,3885,1440,76,16,0,0,2704,1320,755,14,82,2133,3131,57
POINT (-89.53803082499968 32.745510099000455),2005,Mississippi,2905943,82,19,4039,2896,3851,188,2141,1710,180,8,0,0,2439,1496,905,0,50,1773,2216,0
POINT (-92.56630005299968 38.635790776000476),2005,Missouri,5790300,115,21,5406,2259,4957,449,3028,1929,385,63,1,0,3137,1939,987,5,622,2522,1773,484
POINT (-109.42442064499971 47.06652897200047),2005,Montana,940102,56,20,4664,2636,4623,41,4173,450,35,6,0,0,1773,825,365,616,2,388,1973,1685
POINT (-99.36572062299967 41.6410409880005),2005,Nebraska,1761497,93,12,2061,2319,2044,17,1602,442,17,0,0,0,1120,673,350,103,0,284,1300,374
POINT (-117.07184056399967 39.493240390000494),2005,Nevada,2432143,17,9,2692,593,2607,85,2080,527,75,10,0,0,919,516,309,459,45,1228,269,691
POINT (-71.50036091999965 43.65595011300047),2005,New Hampshire,1298492,10,8,2213,707,2149,64,1765,384,60,4,0,0,1121,526,310,16,220,1509,466,2
POINT (-74.27369128799967 40.13057004800049),2005,New Jersey,8651974,21,17,5726,479,5348,378,4011,1337,287,89,2,0,2778,1397,691,513,1086,3043,1075,9
POINT (-106.24058098499967 34.52088095200048),2005,New Mexico,1932274,33,16,3958,1882,3870,88,2940,930,85,2,0,1,2159,802,463,41,94,1834,1528,461
POINT (-75.54397042699964 42.82700103200045),2005,New York,19132610,62,34,10992,1418,10542,450,8414,2128,372,76,2,0,5308,2453,1264,464,945,7599,1806,178
POINT (-79.15925046299964 35.466220975000454),2005,North Carolina,8705407,100,48,10841,6679,10132,709,6011,4121,657,51,1,0,6667,4129,2315,114,31,6574,4051,71
POINT (-100.11842104899966 47.47531977900047),2005,North Dakota,646089,53,9,2746,539,2745,1,2626,119,0,1,0,0,649,373,261,0,56,2416,201,73
POINT (-82.40426005599966 40.06021014100048),2005,Ohio,11463320,88,40,10537,4063,9477,1060,6182,3295,921,132,7,0,6704,3879,1804,509,221,6979,1965,863
POINT (-97.52107021399968 35.47203135600046),2005,Oklahoma,3548597,77,24,6402,2358,6120,282,4396,1724,265,17,0,0,3194,1853,973,0,159,4720,1098,425
POINT (-120.15503132599969 44.56744942400047),2005,Oregon,3613202,36,21,7176,489,7044,132,5696,1348,114,18,0,0,2711,1361,569,30,16,774,6303,53
POINT (-77.86070029399963 40.79373015200048),2005,Pennsylvania,12449990,67,36,12065,1075,11116,949,7138,3978,812,135,2,0,5849,3299,1642,370,1938,5883,3684,190
